cell,arm,rollout,reward_mean,raw_reward_mean,mean_response_tokens,kl_to_init,response_entropy,credit_ess_ratio,credit_w_std,credit_w_max
Llama-base,grpo,237,5.147772789001465,5.30535888671875,556.984375,0.09118058532476425,1.0332977771759033,,,
Llama-base,grpo,238,1.9364842176437378,2.196319580078125,622.84375,0.11225257813930511,0.7551559805870056,,,
Llama-base,grpo,239,6.251142501831055,8.399139404296875,900.234375,0.0840906873345375,0.7769470810890198,,,
Llama-base,grpo,240,13.499353408813477,13.98455810546875,560.921875,0.10237613320350647,0.9113264679908752,,,
Llama-base,grpo,241,9.255882263183594,9.601882934570312,544.453125,0.09183616936206818,0.7607266306877136,,,
Llama-base,grpo,242,-3.0100440979003906,-2.4132080078125,553.390625,0.09792949259281158,0.850980281829834,,,
Llama-base,grpo,243,5.326518535614014,5.585205078125,582.140625,0.08250536024570465,0.8468311429023743,,,
Llama-base,grpo,244,8.242213249206543,8.327229499816895,516.984375,0.09306743741035461,0.963675856590271,,,
Llama-base,grpo,245,7.401984214782715,7.704519271850586,540.859375,0.07830203324556351,0.7050871253013611,,,
Llama-base,grpo,246,-3.178992509841919,-3.1575469970703125,468.234375,0.09681360423564911,0.6996996402740479,,,
Llama-base,grpo,247,12.483531951904297,12.82666015625,696.6875,0.07745527476072311,0.9289889335632324,,,
